Date,1d,1w,2w,3w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,15m,18m,21m,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
20/11/2013,2.497,2.49744,2.49707,2.49387,2.49221,2.49201,2.48905,2.48377,2.47866,2.47519,2.47285,2.47325,2.4752,2.48017,2.48658,2.4964,2.52778,2.57879,2.64933,2.74118,3.05554,3.32473,3.55702,3.77589,3.97113,4.12829,4.25412,4.3564,4.52643,4.66221,4.77965,4.83441
21/11/2013,2.49667,2.49711,2.49592,2.49286,2.4914,2.49143,2.48769,2.48265,2.47819,2.47472,2.47276,2.47341,2.47685,2.48261,2.48989,2.50249,2.5368,2.5936,2.6708,2.75699,3.07857,3.35839,3.60331,3.82463,4.02245,4.17963,4.30548,4.41033,4.58039,4.71606,4.83347,4.88817
22/11/2013,2.495,2.49544,2.49275,2.49114,2.49011,2.48906,2.48397,2.4784,2.47291,2.46971,2.46705,2.46791,2.47085,2.47612,2.48393,2.49417,2.52793,2.58298,2.65726,2.74517,3.06831,3.34847,3.59074,3.81718,4.00979,4.1721,4.29791,4.40028,4.57024,4.70597,4.82332,4.87801
25/11/2013,2.494,2.49444,2.49122,2.4899,2.48912,2.48854,2.48359,2.47747,2.47099,2.46646,2.46238,2.4612,2.46261,2.46702,2.4738,2.48415,2.5171,2.57083,2.64408,2.72949,3.08123,3.35341,3.59573,3.81965,4.01228,4.172,4.29536,4.39509,4.56511,4.70085,4.81315,4.86784
26/11/2013,2.4925,2.49294,2.48999,2.48901,2.4882,2.48623,2.47989,2.47201,2.4629,2.45608,2.45096,2.44905,2.44963,2.4534,2.45854,2.46804,2.49986,2.55378,2.62747,2.71163,3.05303,3.32352,3.57082,3.79465,3.98452,4.14398,4.27183,4.36861,4.5385,4.67454,4.78728,4.84276
27/11/2013,2.49,2.48915,2.48658,2.48583,2.4852,2.48315,2.47445,2.4662,2.458,2.45126,2.44568,2.44491,2.44557,2.44889,2.45501,2.46545,2.49764,2.55309,2.62688,2.70599,3.02995,3.30277,3.54762,3.76891,3.95887,4.11307,4.23844,4.33782,4.50513,4.64119,4.7514,4.80692
28/11/2013,2.5,2.49523,2.48881,2.48722,2.48714,2.48971,2.48426,2.47665,2.46933,2.4627,2.45729,2.4554,2.45683,2.4614,2.46815,2.47929,2.51451,2.57337,2.65131,2.73815,3.0658,3.33342,3.57823,3.80201,3.99194,4.14878,4.26915,4.37112,4.53838,4.67447,4.77955,4.83506
29/11/2013,2.5,2.48957,2.48951,2.48904,2.48822,2.48618,2.4766,2.46867,2.46155,2.45578,2.45251,2.45291,2.45413,2.45878,2.46702,2.479,2.51473,2.57474,2.65213,2.72805,3.03499,3.30554,3.55298,3.77422,3.96665,4.12097,4.24887,4.35083,4.51807,4.65416,4.749,4.80453
02/12/2013,2.5,2.48658,2.486,2.48621,2.4868,2.48943,2.48138,2.4733,2.46704,2.46269,2.46041,2.46143,2.46567,2.47218,2.48254,2.4968,2.53754,2.60245,2.68361,2.77093,3.09144,3.35647,3.6064,3.82641,4.02016,4.17825,4.30633,4.40447,4.57431,4.71291,4.80265,4.85815
03/12/2013,2.49709,2.49753,2.49811,2.49887,2.49972,2.49901,2.49116,2.48156,2.47319,2.46746,2.46518,2.4662,2.46908,2.47512,2.48335,2.49581,2.53364,2.59718,2.67802,2.78573,3.11187,3.37918,3.62922,3.85435,4.04556,4.20377,4.33437,4.43506,4.60495,4.74354,4.83329,4.88878
04/12/2013,2.49716,2.4976,2.49807,2.49881,2.49971,2.50065,2.48731,2.47448,2.46684,2.46096,2.45727,2.45626,2.45662,2.46085,2.46775,2.48007,2.51508,2.57502,2.6548,2.73725,3.06064,3.33343,3.58592,3.81866,4.01505,4.17831,4.31142,4.41469,4.5897,4.72312,4.81285,4.86836
05/12/2013,2.49696,2.4974,2.49804,2.4986,2.49942,2.49999,2.48669,2.47517,2.46777,2.46214,2.45916,2.45886,2.46143,2.46505,2.47217,2.48559,2.51965,2.5849,2.66349,2.758,3.07594,3.35891,3.62669,3.86702,4.07356,4.2445,4.38028,4.49125,4.67398,4.81247,4.88939,4.9449
06/12/2013,2.49659,2.49703,2.49762,2.49821,2.49894,2.49689,2.48702,2.47736,2.46991,2.46408,2.46081,2.45961,2.461,2.464,2.47178,2.48357,2.51751,2.57951,2.65953,2.75703,3.0939,3.37159,3.63437,3.87472,4.08383,4.25988,4.39814,4.50404,4.67906,4.81761,4.89962,4.9551
09/12/2013,2.49641,2.49685,2.49743,2.49803,2.49875,2.49706,2.48562,2.47356,2.46358,2.45679,2.45188,2.44885,2.4486,2.45032,2.45604,2.46664,2.49694,2.57038,2.65094,2.72483,3.03504,3.31321,3.57829,3.81862,4.02513,4.19598,4.33173,4.43498,4.61512,4.74852,4.82804,4.88355
10/12/2013,2.4965,2.49694,2.49769,2.4982,2.49883,2.49635,2.48466,2.47337,2.46521,2.45872,2.45361,2.45013,2.45031,2.4539,2.46032,2.47091,2.50036,2.55679,2.6336,2.72196,3.05301,3.32821,3.59342,3.82872,4.03774,4.21128,4.34702,4.45282,4.633,4.76895,4.84592,4.90143
11/12/2013,2.49626,2.4967,2.4973,2.49784,2.49841,2.49481,2.48236,2.4675,2.457,2.44688,2.43794,2.432,2.42792,2.42638,2.42985,2.43797,2.46031,2.51287,2.58791,2.68114,3.00435,3.28251,3.54514,3.78293,3.98948,4.16036,4.29855,4.40435,4.58447,4.72044,4.79738,4.85291
12/12/2013,2.49597,2.4964,2.49704,2.4976,2.4983,2.49523,2.48363,2.46987,2.45991,2.45165,2.44518,2.44031,2.43639,2.43517,2.43906,2.4492,2.47239,2.52877,2.6036,2.66308,2.98127,3.25985,3.52241,3.76008,3.96402,4.13226,4.27045,4.37626,4.56151,4.70255,4.76415,4.81972
13/12/2013,2.4953,2.49574,2.49634,2.49693,2.49798,2.49327,2.48124,2.47147,2.46421,2.45575,2.44758,2.43971,2.4339,2.43013,2.43207,2.43959,2.46066,2.514,2.58836,2.66429,2.9684,3.24958,3.51479,3.75761,3.96661,4.14001,4.27817,4.38402,4.56664,4.70517,4.77699,4.82997
